Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
1817	0	0	0	0	0	0	N/A	N/A
1818	0	0	0	0	0	0	N/A	N/A
1819	0	0	0	0	0	0	N/A	N/A
1820	0	0	0	0	0	0	N/A	N/A
1821	0	0	0	0	0	0	N/A	N/A
1822	0	0	0	0	0	0	N/A	N/A
1823	0	0	0	0	0	0	N/A	N/A
1824	0	0	0	0	0	0	N/A	N/A
1825	0	0	0	0	0	0	N/A	N/A
1826	0	0	0	0	0	0	N/A	N/A
1827	0	0	0	0	0	0	N/A	N/A
1828	0	0	0	0	0	0	N/A	N/A
1829	0	0	0	0	0	0	N/A	N/A
1830	0	0	0	0	0	0	N/A	N/A
1831	0	0	0	0	0	0	N/A	N/A
1832	0	0	0	0	0	0	N/A	N/A
1833	0	0	0	0	0	0	N/A	N/A
1834	0	0	0	0	0	0	N/A	N/A
1835	0	0	0	0	0	0	N/A	N/A
1836	0	0	0	0	0	0	N/A	N/A
1837	0	0	0	0	0	0	N/A	N/A
1838	0	0	0	0	0	0	N/A	N/A
1839	0	0	0	0	0	0	N/A	N/A
1840	0	0	0	0	0	0	N/A	N/A
1841	0	0	0	0	0	0	N/A	N/A
1842	0	0	0	0	0	0	N/A	N/A
1843	0	0	0	0	0	0	N/A	N/A
1844	0	0	0	0	0	0	N/A	N/A
1845	0	0	0	0	0	0	N/A	N/A
1846	0	0	0	0	0	0	N/A	N/A
1847	0	0	0	0	0	0	N/A	N/A
1848	0	0	0	0	0	0	N/A	N/A
1849	0	0	0	0	0	0	N/A	N/A
1850	0	0	0	0	0	0	N/A	N/A
1851	0	0	0	0	0	0	N/A	N/A
1852	0	0	0	0	0	0	N/A	N/A
1853	0	0	0	0	0	0	N/A	N/A
1854	0	0	0	0	0	0	N/A	N/A
1855	0	0	0	0	0	0	N/A	N/A
1856	0	0	0	0	0	0	N/A	N/A
1857	0	0	0	0	0	0	N/A	N/A
1858	0	0	0	0	0	0	N/A	N/A
1859	0	0	0	0	0	0	N/A	N/A
1860	0	0	0	0	0	0	N/A	N/A
1861	0	0	0	0	0	0	N/A	N/A
1862	0	0	0	0	0	0	N/A	N/A
1863	0	0	0	0	0	0	N/A	N/A
1864	0	0	0	0	0	0	N/A	N/A
1865	0	0	0	0	0	0	N/A	N/A
1866	0	0	0	0	0	0	N/A	N/A
1867	0	0	0	0	0	0	N/A	N/A
1868	0	0	0	0	0	0	N/A	N/A
1869	0	0	0	0	0	0	N/A	N/A
1870	0	0	0	0	0	0	N/A	N/A
1871	0	0	0	0	0	0	N/A	N/A
1872	0	0	0	0	0	0	N/A	N/A
1873	0	0	0	0	0	0	N/A	N/A
1874	0	0	0	0	0	0	N/A	N/A
1875	0	0	0	0	0	0	N/A	N/A
1876	0	0	0	0	0	0	N/A	N/A
1877	0	0	0	0	0	0	N/A	N/A
1878	0	0	0	0	0	0	N/A	N/A
1879	0	0	0	0	0	0	N/A	N/A
1880	0	0	0	0	0	0	N/A	N/A
1881	0	0	0	0	0	0	N/A	N/A
1882	0	0	0	0	0	0	N/A	N/A
1883	0	0	0	0	0	0	N/A	N/A
1884	0	0	0	0	0	0	N/A	N/A
1885	0	0	0	0	0	0	N/A	N/A
1886	0	0	0	0	0	0	N/A	N/A
1887	0	0	0	0	0	0	N/A	N/A
1888	0	0	0	0	0	0	N/A	N/A
1889	0	0	0	0	0	0	N/A	N/A
1890	0	0	0	0	0	0	N/A	N/A
1891	0	0	0	0	0	0	N/A	N/A
1892	0	0	0	0	0	0	N/A	N/A
1893	0	0	0	0	0	0	N/A	N/A
1894	0	0	0	0	0	0	N/A	N/A
1895	0	0	0	0	0	0	N/A	N/A
1896	0	0	0	0	0	0	N/A	N/A
1897	0	0	0	0	0	0	N/A	N/A
1898	0	0	0	0	0	0	N/A	N/A
1899	0	0	0	0	0	0	N/A	N/A
1900	0	0	0	0	0	0	N/A	N/A
1901	0	0	0	0	0	0	N/A	N/A
1902	0	0	0	0	0	0	N/A	N/A
1903	0	0	0	0	0	0	N/A	N/A
1904	0	0	0	0	0	0	N/A	N/A
1905	0	0	0	0	0	0	N/A	N/A
1906	0	0	0	0	0	0	N/A	N/A
1907	0	0	0	0	0	0	N/A	N/A
1908	0	0	0	0	0	0	N/A	N/A
1909	0	0	0	0	0	0	N/A	N/A
1910	0	0	0	0	0	0	N/A	N/A
1911	0	0	0	0	0	0	N/A	N/A
1912	0	0	0	0	0	0	N/A	N/A
1913	0	0	0	0	0	0	N/A	N/A
1914	0	0	0	0	0	0	N/A	N/A
1915	0	0	0	0	0	0	N/A	N/A
1916	0	0	0	0	0	0	N/A	N/A
1917	0	0	0	0	0	0	N/A	N/A
1918	0	0	0	0	0	0	N/A	N/A
1919	0	0	0	0	0	0	N/A	N/A
1920	0	0	0	0	0	0	N/A	N/A
1921	0	0	0	0	0	0	N/A	N/A
1922	0	0	0	0	0	0	N/A	N/A
1923	0	0	0	0	0	0	N/A	N/A
1924	0	0	0	0	0	0	N/A	N/A
1925	0	0	0	0	0	0	N/A	N/A
1926	0	0	0	0	0	0	N/A	N/A
1927	0	0	0	0	0	0	N/A	N/A
1928	0	0	0	0	0	0	N/A	N/A
1929	0	0	0	0	0	0	N/A	N/A
1930	0	0	0	0	0	0	N/A	N/A
1931	0	0	0	0	0	0	N/A	N/A
1932	0	0	0	0	0	0	N/A	N/A
1933	0	0	0	0	0	0	N/A	N/A
1934	0	0	0	0	0	0	N/A	N/A
1935	0	0	0	0	0	0	N/A	N/A
1936	0	0	0	0	0	0	N/A	N/A
1937	0	0	0	0	0	0	N/A	N/A
1938	0	0	0	0	0	0	N/A	N/A
1939	0	0	0	0	0	0	N/A	N/A
1940	0	0	0	0	0	0	N/A	N/A
1941	0	0	0	0	0	0	N/A	N/A
1942	0	0	0	0	0	0	N/A	N/A
1943	0	0	0	0	0	0	N/A	N/A
1944	0	0	0	0	0	0	N/A	N/A
1945	0	0	0	0	0	0	N/A	N/A
1946	0	0	0	0	0	0	N/A	N/A
1947	0	0	0	0	0	0	N/A	N/A
1948	0	0	0	0	0	0	N/A	N/A
1949	0	0	0	0	0	0	N/A	N/A
1950	0	0	0	0	0	0	N/A	N/A
1951	0	0	0	0	0	0	N/A	N/A
1952	0	0	0	0	0	0	N/A	N/A
1953	0	0	0	0	0	0	N/A	N/A
1954	0	0	0	0	0	0	N/A	N/A
1955	0	0	0	0	0	0	N/A	N/A
1956	0	0	0	0	0	0	N/A	N/A
1957	0	0	0	0	0	0	N/A	N/A
1958	0	0	0	0	0	0	N/A	N/A
1959	0	0	0	0	0	0	N/A	N/A
1960	0	0	0	0	0	0	N/A	N/A
1961	0	0	0	0	0	0	N/A	N/A
1962	0	0	0	0	0	0	N/A	N/A
1963	0	0	0	0	0	0	N/A	N/A
1964	0	0	0	0	0	0	N/A	N/A
1965	0	0	0	0	0	0	N/A	N/A
1966	0	0	0	0	0	0	N/A	N/A
1967	0	0	0	0	0	0	N/A	N/A
1968	0	0	0	0	0	0	N/A	N/A
1969	0	0	0	0	0	0	N/A	N/A
1970	0	0	0	0	0	0	N/A	N/A
1971	0	0	0	0	0	0	N/A	N/A
1972	0	0	0	0	0	0	N/A	N/A
1973	0	0	0	0	0	0	N/A	N/A
1974	0	0	0	0	0	0	N/A	N/A
1975	0	0	0	0	0	0	N/A	N/A
1976	0	0	0	0	0	0	N/A	N/A
1977	0	0	0	0	0	0	N/A	N/A
1978	0	0	0	0	0	0	N/A	N/A
1979	0	0	0	0	0	0	N/A	N/A
1980	0	0	0	0	0	0	N/A	N/A
1981	0	0	0	0	0	0	N/A	N/A
1982	0	0	0	0	0	0	N/A	N/A
1983	0	0	0	0	0	0	N/A	N/A
1984	0	0	0	0	0	0	N/A	N/A
1985	0	0	0	0	0	0	N/A	N/A
1986	0	0	0	0	0	0	N/A	N/A
1987	0	0	0	0	0	0	N/A	N/A
1988	0	0	0	0	0	0	N/A	N/A
1989	0	0	0	0	0	0	N/A	N/A
1990	0	0	0	0	0	0	N/A	N/A
1991	0	0	0	0	0	0	N/A	N/A
1992	0	0	0	0	0	0	N/A	N/A
1993	0	0	0	0	0	0	N/A	N/A
1994	0	0	0	0	0	0	N/A	N/A
1995	0	0	0	0	0	0	N/A	N/A
1996	0	0	0	0	0	0	N/A	N/A
1997	0	0	0	0	0	0	N/A	N/A
1998	0	0	0	0	0	0	N/A	N/A
1999	0	0	0	0	0	0	N/A	N/A
2000	0	0	0	0	0	0	N/A	N/A
2001	0	0	0	0	0	0	N/A	N/A
2002	0	0	0	0	0	0	N/A	N/A
2003	0	0	0	0	0	0	N/A	N/A
2004	0	0	0	0	0	0	N/A	N/A
2005	0	0	0	0	0	0	N/A	N/A
2006	0	0	0	0	0	0	N/A	N/A
2007	0	0	0	0	0	0	N/A	N/A
2008	0	0	0	0	0	0	N/A	N/A
2009	0	0	0	0	0	0	N/A	N/A
2010	0	0	0	0	0	0	N/A	N/A
2011	0	0	0	0	0	0	N/A	N/A
2012	0	0	0	0	0	0	N/A	N/A
2013	0	0	0	0	0	0	N/A	N/A
2014	0	0	0	0	0	0	N/A	N/A
2015	0	0	0	0	0	0	N/A	N/A
2016	0	0	0	0	0	0	N/A	N/A
2017	0	0	0	0	0	0	N/A	N/A
2018	0	0	0	0	0	0	N/A	N/A
2019	0	0	0	0	0	0	N/A	N/A
2020	0	0	0	0	0	0	N/A	N/A
2021	0	0	0	0	0	0	N/A	N/A
2022	0	0	0	0	0	0	N/A	N/A
2023	0	0	0	0	0	0	N/A	N/A
2024	0	0	0	0	0	0	N/A	N/A
2025	0	0	0	0	0	0	N/A	N/A
2026	0	0	0	0	0	0	N/A	N/A
2027	0	0	0	0	0	0	N/A	N/A
2028	0	0	0	0	0	0	N/A	N/A
2029	0	0	0	0	0	0	N/A	N/A
2030	0	0	0	0	0	0	N/A	N/A
2031	0	0	0	0	0	0	N/A	N/A
2032	0	0	0	0	0	0	N/A	N/A
2033	0	0	0	0	0	0	N/A	N/A
2034	0	0	0	0	0	0	N/A	N/A
2035	0	0	0	0	0	0	N/A	N/A
2036	0	0	0	0	0	0	N/A	N/A
2037	0	0	0	0	0	0	N/A	N/A
2038	0	0	0	0	0	0	N/A	N/A
2039	0	0	0	0	0	0	N/A	N/A
2040	0	0	0	0	0	0	N/A	N/A
2041	0	0	0	0	0	0	N/A	N/A
2042	0	0	0	0	0	0	N/A	N/A
2043	0	0	0	0	0	0	N/A	N/A
2044	0	0	0	0	0	0	N/A	N/A
2045	0	0	0	0	0	0	N/A	N/A
2046	0	0	0	0	0	0	N/A	N/A
2047	0	0	0	0	0	0	N/A	N/A
2048	0	0	0	0	0	0	N/A	N/A
2049	0	0	0	0	0	0	N/A	N/A
2050	0	0	0	0	0	0	N/A	N/A
2051	0	0	0	0	0	0	N/A	N/A
2052	0	0	0	0	0	0	N/A	N/A
2053	0	0	0	0	0	0	N/A	N/A
2054	0	0	0	0	0	0	N/A	N/A
2055	0	0	0	0	0	0	N/A	N/A
2056	0	0	0	0	0	0	N/A	N/A
2057	0	0	0	0	0	0	N/A	N/A
2058	0	0	0	0	0	0	N/A	N/A
2059	0	0	0	0	0	0	N/A	N/A
2060	0	0	0	0	0	0	N/A	N/A
2061	0	0	0	0	0	0	N/A	N/A
2062	0	0	0	0	0	0	N/A	N/A
2063	0	0	0	0	0	0	N/A	N/A
2064	0	0	0	0	0	0	N/A	N/A
2065	0	0	0	0	0	0	N/A	N/A
2066	0	0	0	0	0	0	N/A	N/A
2067	0	0	0	0	0	0	N/A	N/A
2068	0	0	0	0	0	0	N/A	N/A
2069	0	0	0	0	0	0	N/A	N/A
2070	0	0	0	0	0	0	N/A	N/A
2071	0	0	0	0	0	0	N/A	N/A
2072	0	0	0	0	0	0	N/A	N/A
2073	0	0	0	0	0	0	N/A	N/A
2074	0	0	0	0	0	0	N/A	N/A
2075	0	0	0	0	0	0	N/A	N/A
2076	0	0	0	0	0	0	N/A	N/A
2077	0	0	0	0	0	0	N/A	N/A
2078	0	0	0	0	0	0	N/A	N/A
2079	0	0	0	0	0	0	N/A	N/A
2080	0	0	0	0	0	0	N/A	N/A
2081	0	0	0	0	0	0	N/A	N/A
2082	0	0	0	0	0	0	N/A	N/A
2083	0	0	0	0	0	0	N/A	N/A
2084	0	0	0	0	0	0	N/A	N/A
2085	0	0	0	0	0	0	N/A	N/A
2086	0	0	0	0	0	0	N/A	N/A
2087	0	0	0	0	0	0	N/A	N/A
2088	0	0	0	0	0	0	N/A	N/A
2089	0	0	0	0	0	0	N/A	N/A
2090	0	0	0	0	0	0	N/A	N/A
2091	0	0	0	0	0	0	N/A	N/A
2092	0	0	0	0	0	0	N/A	N/A
2093	0	0	0	0	0	0	N/A	N/A
2094	0	0	0	0	0	0	N/A	N/A
2095	0	0	0	0	0	0	N/A	N/A
2096	0	0	0	0	0	0	N/A	N/A
2097	0	0	0	0	0	0	N/A	N/A
2098	0	0	0	0	0	0	N/A	N/A
2099	0	0	0	0	0	0	N/A	N/A
2100	0	0	0	0	0	0	N/A	N/A
2101	0	0	0	0	0	0	N/A	N/A
2102	0	0	0	0	0	0	N/A	N/A
2103	0	0	0	0	0	0	N/A	N/A
2104	0	0	0	0	0	0	N/A	N/A
2105	0	0	0	0	0	0	N/A	N/A
2106	0	0	0	0	0	0	N/A	N/A
2107	0	0	0	0	0	0	N/A	N/A
2108	0	0	0	0	0	0	N/A	N/A
2109	0	0	0	0	0	0	N/A	N/A
2110	0	0	0	0	0	0	N/A	N/A
2111	0	0	0	0	0	0	N/A	N/A
2112	0	0	0	0	0	0	N/A	N/A
2113	0	0	0	0	0	0	N/A	N/A
2114	0	0	0	0	0	0	N/A	N/A
2115	0	0	0	0	0	0	N/A	N/A
2116	0	0	0	0	0	0	N/A	N/A
2117	0	0	0	0	0	0	N/A	N/A
2118	0	0	0	0	0	0	N/A	N/A
2119	0	0	0	0	0	0	N/A	N/A
2120	0	0	0	0	0	0	N/A	N/A
2121	0	0	0	0	0	0	N/A	N/A
2122	0	0	0	0	0	0	N/A	N/A
2123	0	0	0	0	0	0	N/A	N/A
2124	0	0	0	0	0	0	N/A	N/A
2125	0	0	0	0	0	0	N/A	N/A
2126	0	0	0	0	0	0	N/A	N/A
2127	0	0	0	0	0	0	N/A	N/A
2128	0	0	0	0	0	0	N/A	N/A
2129	0	0	0	0	0	0	N/A	N/A
2130	0	0	0	0	0	0	N/A	N/A
2131	0	0	0	0	0	0	N/A	N/A
2132	0	0	0	0	0	0	N/A	N/A
2133	0	0	0	0	0	0	N/A	N/A
2134	0	0	0	0	0	0	N/A	N/A
2135	0	0	0	0	0	0	N/A	N/A
2136	0	0	0	0	0	0	N/A	N/A
2137	0	0	0	0	0	0	N/A	N/A
2138	0	0	0	0	0	0	N/A	N/A
2139	0	0	0	0	0	0	N/A	N/A
2140	0	0	0	0	0	0	N/A	N/A
2141	0	0	0	0	0	0	N/A	N/A
2142	0	0	0	0	0	0	N/A	N/A
2143	0	0	0	0	0	0	N/A	N/A
2144	0	0	0	0	0	0	N/A	N/A
2145	0	0	0	0	0	0	N/A	N/A
2146	0	0	0	0	0	0	N/A	N/A
2147	0	0	0	0	0	0	N/A	N/A
2148	0	0	0	0	0	0	N/A	N/A
2149	0	0	0	0	0	0	N/A	N/A
2150	0	0	0	0	0	0	N/A	N/A
2151	0	0	0	0	0	0	N/A	N/A
2152	0	0	0	0	0	0	N/A	N/A
2153	0	0	0	0	0	0	N/A	N/A
2154	0	0	0	0	0	0	N/A	N/A
2155	0	0	0	0	0	0	N/A	N/A
2156	0	0	0	0	0	0	N/A	N/A
2157	0	0	0	0	0	0	N/A	N/A
2158	0	0	0	0	0	0	N/A	N/A
2159	0	0	0	0	0	0	N/A	N/A
2160	0	0	0	0	0	0	N/A	N/A
2161	0	0	0	0	0	0	N/A	N/A
2162	0	0	0	0	0	0	N/A	N/A
2163	0	0	0	0	0	0	N/A	N/A
2164	0	0	0	0	0	0	N/A	N/A
2165	0	0	0	0	0	0	N/A	N/A
2166	0	0	0	0	0	0	N/A	N/A
2167	0	0	0	0	0	0	N/A	N/A
2168	0	0	0	0	0	0	N/A	N/A
2169	0	0	0	0	0	0	N/A	N/A
2170	0	0	0	0	0	0	N/A	N/A
2171	0	0	0	0	0	0	N/A	N/A
2172	0	0	0	0	0	0	N/A	N/A
2173	0	0	0	0	0	0	N/A	N/A
2174	0	0	0	0	0	0	N/A	N/A
2175	0	0	0	0	0	0	N/A	N/A
2176	0	0	0	0	0	0	N/A	N/A
2177	0	0	0	0	0	0	N/A	N/A
2178	0	0	0	0	0	0	N/A	N/A
2179	0	0	0	0	0	0	N/A	N/A
2180	0	0	0	0	0	0	N/A	N/A
2181	0	0	0	0	0	0	N/A	N/A
2182	0	0	0	0	0	0	N/A	N/A
2183	0	0	0	0	0	0	N/A	N/A
2184	0	0	0	0	0	0	N/A	N/A
2185	0	0	0	0	0	0	N/A	N/A
2186	0	0	0	0	0	0	N/A	N/A
2187	0	0	0	0	0	0	N/A	N/A
2188	0	0	0	0	0	0	N/A	N/A
2189	0	0	0	0	0	0	N/A	N/A
2190	0	0	0	0	0	0	N/A	N/A
2191	0	0	0	0	0	0	N/A	N/A
2192	0	0	0	0	0	0	N/A	N/A
2193	0	0	0	0	0	0	N/A	N/A
2194	0	0	0	0	0	0	N/A	N/A
2195	0	0	0	0	0	0	N/A	N/A
2196	0	0	0	0	0	0	N/A	N/A
2197	0	0	0	0	0	0	N/A	N/A
2198	0	0	0	0	0	0	N/A	N/A
2199	0	0	0	0	0	0	N/A	N/A
2200	0	0	0	0	0	0	N/A	N/A
2201	0	0	0	0	0	0	N/A	N/A
2202	0	0	0	0	0	0	N/A	N/A
2203	0	0	0	0	0	0	N/A	N/A
2204	0	0	0	0	0	0	N/A	N/A
2205	0	0	0	0	0	0	N/A	N/A
2206	0	0	0	0	0	0	N/A	N/A
2207	0	0	0	0	0	0	N/A	N/A
2208	0	0	0	0	0	0	N/A	N/A
2209	0	0	0	0	0	0	N/A	N/A
2210	0	0	0	0	0	0	N/A	N/A
2211	0	0	0	0	0	0	N/A	N/A
2212	0	0	0	0	0	0	N/A	N/A
2213	0	0	0	0	0	0	N/A	N/A
2214	0	0	0	0	0	0	N/A	N/A
2215	0	0	0	0	0	0	N/A	N/A
2216	0	0	0	0	0	0	N/A	N/A
2217	0	0	0	0	0	0	N/A	N/A
2218	0	0	0	0	0	0	N/A	N/A
2219	0	0	0	0	0	0	N/A	N/A
2220	0	0	0	0	0	0	N/A	N/A
2221	0	0	0	0	0	0	N/A	N/A
2222	0	0	0	0	0	0	N/A	N/A
2223	0	0	0	0	0	0	N/A	N/A
2224	0	0	0	0	0	0	N/A	N/A
2225	0	0	0	0	0	0	N/A	N/A
2226	0	0	0	0	0	0	N/A	N/A
2227	0	0	0	0	0	0	N/A	N/A
2228	0	0	0	0	0	0	N/A	N/A
2229	0	0	0	0	0	0	N/A	N/A
2230	0	0	0	0	0	0	N/A	N/A
2231	0	0	0	0	0	0	N/A	N/A
2232	0	0	0	0	0	0	N/A	N/A
2233	0	0	0	0	0	0	N/A	N/A
2234	0	0	0	0	0	0	N/A	N/A
2235	0	0	0	0	0	0	N/A	N/A
2236	0	0	0	0	0	0	N/A	N/A
2237	0	0	0	0	0	0	N/A	N/A
2238	0	0	0	0	0	0	N/A	N/A
2239	0	0	0	0	0	0	N/A	N/A
2240	0	0	0	0	0	0	N/A	N/A
2241	0	0	0	0	0	0	N/A	N/A
2242	0	0	0	0	0	0	N/A	N/A
2243	0	0	0	0	0	0	N/A	N/A
2244	0	0	0	0	0	0	N/A	N/A
2245	0	0	0	0	0	0	N/A	N/A
2246	0	0	0	0	0	0	N/A	N/A
2247	0	0	0	0	0	0	N/A	N/A
2248	0	0	0	0	0	0	N/A	N/A
2249	0	0	0	0	0	0	N/A	N/A
2250	0	0	0	0	0	0	N/A	N/A
2251	0	0	0	0	0	0	N/A	N/A
2252	0	0	0	0	0	0	N/A	N/A
2253	0	0	0	0	0	0	N/A	N/A
2254	0	0	0	0	0	0	N/A	N/A
2255	0	0	0	0	0	0	N/A	N/A
2256	0	0	0	0	0	0	N/A	N/A
2257	0	0	0	0	0	0	N/A	N/A
2258	0	0	0	0	0	0	N/A	N/A
2259	0	0	0	0	0	0	N/A	N/A
2260	0	0	0	0	0	0	N/A	N/A
2261	0	0	0	0	0	0	N/A	N/A
2262	0	0	0	0	0	0	N/A	N/A
2263	0	0	0	0	0	0	N/A	N/A
2264	0	0	0	0	0	0	N/A	N/A
2265	0	0	0	0	0	0	N/A	N/A
2266	0	0	0	0	0	0	N/A	N/A
2267	0	0	0	0	0	0	N/A	N/A
2268	0	0	0	0	0	0	N/A	N/A
2269	0	0	0	0	0	0	N/A	N/A
2270	0	0	0	0	0	0	N/A	N/A
2271	0	0	0	0	0	0	N/A	N/A
2272	0	0	0	0	0	0	N/A	N/A
2273	0	0	0	0	0	0	N/A	N/A
2274	0	0	0	0	0	0	N/A	N/A
2275	0	0	0	0	0	0	N/A	N/A
2276	0	0	0	0	0	0	N/A	N/A
2277	0	0	0	0	0	0	N/A	N/A
2278	0	0	0	0	0	0	N/A	N/A
2279	0	0	0	0	0	0	N/A	N/A
2280	0	0	0	0	0	0	N/A	N/A
2281	0	0	0	0	0	0	N/A	N/A
2282	0	0	0	0	0	0	N/A	N/A
2283	0	0	0	0	0	0	N/A	N/A
2284	0	0	0	0	0	0	N/A	N/A
2285	0	0	0	0	0	0	N/A	N/A
2286	0	0	0	0	0	0	N/A	N/A
2287	0	0	0	0	0	0	N/A	N/A
2288	0	0	0	0	0	0	N/A	N/A
2289	0	0	0	0	0	0	N/A	N/A
2290	0	0	0	0	0	0	N/A	N/A
2291	0	0	0	0	0	0	N/A	N/A
2292	0	0	0	0	0	0	N/A	N/A
2293	0	0	0	0	0	0	N/A	N/A
2294	0	0	0	0	0	0	N/A	N/A
2295	0	0	0	0	0	0	N/A	N/A
2296	0	0	0	0	0	0	N/A	N/A
2297	0	0	0	0	0	0	N/A	N/A
2298	0	0	0	0	0	0	N/A	N/A
2299	0	0	0	0	0	0	N/A	N/A
2300	0	0	0	0	0	0	N/A	N/A
2301	0	0	0	0	0	0	N/A	N/A
2302	0	0	0	0	0	0	N/A	N/A
2303	0	0	0	0	0	0	N/A	N/A
2304	0	0	0	0	0	0	N/A	N/A
2305	0	0	0	0	0	0	N/A	N/A
2306	0	0	0	0	0	0	N/A	N/A
2307	0	0	0	0	0	0	N/A	N/A
2308	0	0	0	0	0	0	N/A	N/A
2309	0	0	0	0	0	0	N/A	N/A
2310	0	0	0	0	0	0	N/A	N/A
2311	0	0	0	0	0	0	N/A	N/A
2312	0	0	0	0	0	0	N/A	N/A
2313	0	0	0	0	0	0	N/A	N/A
2314	0	0	0	0	0	0	N/A	N/A
2315	0	0	0	0	0	0	N/A	N/A
2316	0	0	0	0	0	0	N/A	N/A
2317	0	0	0	0	0	0	N/A	N/A
2318	0	0	0	0	0	0	N/A	N/A
2319	0	0	0	0	0	0	N/A	N/A
2320	0	0	0	0	0	0	N/A	N/A
2321	0	0	0	0	0	0	N/A	N/A
2322	0	0	0	0	0	0	N/A	N/A
2323	0	0	0	0	0	0	N/A	N/A
2324	0	0	0	0	0	0	N/A	N/A
2325	0	0	0	0	0	0	N/A	N/A
2326	0	0	0	0	0	0	N/A	N/A
2327	0	0	0	0	0	0	N/A	N/A
2328	0	0	0	0	0	0	N/A	N/A
2329	0	0	0	0	0	0	N/A	N/A
2330	0	0	0	0	0	0	N/A	N/A
2331	0	0	0	0	0	0	N/A	N/A
2332	0	0	0	0	0	0	N/A	N/A
2333	0	0	0	0	0	0	N/A	N/A
2334	0	0	0	0	0	0	N/A	N/A
2335	0	0	0	0	0	0	N/A	N/A
2336	0	0	0	0	0	0	N/A	N/A
2337	0	0	0	0	0	0	N/A	N/A
2338	0	0	0	0	0	0	N/A	N/A
2339	0	0	0	0	0	0	N/A	N/A
2340	0	0	0	0	0	0	N/A	N/A
2341	0	0	0	0	0	0	N/A	N/A
2342	0	0	0	0	0	0	N/A	N/A
2343	0	0	0	0	0	0	N/A	N/A
2344	0	0	0	0	0	0	N/A	N/A
2345	0	0	0	0	0	0	N/A	N/A
2346	0	0	0	0	0	0	N/A	N/A
2347	0	0	0	0	0	0	N/A	N/A
2348	0	0	0	0	0	0	N/A	N/A
2349	0	0	0	0	0	0	N/A	N/A
2350	0	0	0	0	0	0	N/A	N/A
2351	0	0	0	0	0	0	N/A	N/A
2352	0	0	0	0	0	0	N/A	N/A
2353	0	0	0	0	0	0	N/A	N/A
2354	0	0	0	0	0	0	N/A	N/A
2355	0	0	0	0	0	0	N/A	N/A
2356	0	0	0	0	0	0	N/A	N/A
2357	0	0	0	0	0	0	N/A	N/A
2358	0	0	0	0	0	0	N/A	N/A
2359	0	0	0	0	0	0	N/A	N/A
2360	0	0	0	0	0	0	N/A	N/A
2361	0	0	0	0	0	0	N/A	N/A
2362	0	0	0	0	0	0	N/A	N/A
2363	0	0	0	0	0	0	N/A	N/A
2364	0	0	0	0	0	0	N/A	N/A
2365	0	0	0	0	0	0	N/A	N/A
2366	0	0	0	0	0	0	N/A	N/A
2367	0	0	0	0	0	0	N/A	N/A
2368	0	0	0	0	0	0	N/A	N/A
2369	0	0	0	0	0	0	N/A	N/A
2370	0	0	0	0	0	0	N/A	N/A
2371	0	0	0	0	0	0	N/A	N/A
2372	0	0	0	0	0	0	N/A	N/A
2373	0	0	0	0	0	0	N/A	N/A
2374	0	0	0	0	0	0	N/A	N/A
2375	0	0	0	0	0	0	N/A	N/A
2376	0	0	0	0	0	0	N/A	N/A
2377	0	0	0	0	0	0	N/A	N/A
2378	0	0	0	0	0	0	N/A	N/A
2379	0	0	0	0	0	0	N/A	N/A
2380	0	0	0	0	0	0	N/A	N/A
2381	0	0	0	0	0	0	N/A	N/A
2382	0	0	0	0	0	0	N/A	N/A
2383	0	0	0	0	0	0	N/A	N/A
2384	0	0	0	0	0	0	N/A	N/A
2385	0	0	0	0	0	0	N/A	N/A
2386	0	0	0	0	0	0	N/A	N/A
2387	0	0	0	0	0	0	N/A	N/A
2388	0	0	0	0	0	0	N/A	N/A
2389	0	0	0	0	0	0	N/A	N/A
2390	0	0	0	0	0	0	N/A	N/A
2391	0	0	0	0	0	0	N/A	N/A
2392	0	0	0	0	0	0	N/A	N/A
2393	0	0	0	0	0	0	N/A	N/A
2394	0	0	0	0	0	0	N/A	N/A
2395	0	0	0	0	0	0	N/A	N/A
2396	0	0	0	0	0	0	N/A	N/A
2397	0	0	0	0	0	0	N/A	N/A
2398	0	0	0	0	0	0	N/A	N/A
2399	0	0	0	0	0	0	N/A	N/A
2400	0	0	0	0	0	0	N/A	N/A
2401	0	0	0	0	0	0	N/A	N/A
2402	0	0	0	0	0	0	N/A	N/A
2403	0	0	0	0	0	0	N/A	N/A
2404	0	0	0	0	0	0	N/A	N/A
2405	0	0	0	0	0	0	N/A	N/A
2406	0	0	0	0	0	0	N/A	N/A
2407	0	0	0	0	0	0	N/A	N/A
2408	0	0	0	0	0	0	N/A	N/A
2409	0	0	0	0	0	0	N/A	N/A
2410	0	0	0	0	0	0	N/A	N/A
2411	0	0	0	0	0	0	N/A	N/A
2412	0	0	0	0	0	0	N/A	N/A
2413	0	0	0	0	0	0	N/A	N/A
2414	0	0	0	0	0	0	N/A	N/A
2415	0	0	0	0	0	0	N/A	N/A
2416	0	0	0	0	0	0	N/A	N/A
2417	0	0	0	0	0	0	N/A	N/A
2418	0	0	0	0	0	0	N/A	N/A
